Driver,Team,LapTime,Year,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,DriverPoints,TeamPoints,DriverAvgQualiPos,TeamAvgQualiPos,IsStreetCircuit,F1Era,CircuitCorners,TrackAirDiff,IsHighHumidity,DriverQualiPace,DriverSeasons,CircuitLength,TeamPointsContribution,Event,CircuitId,CarEngine
GRO,Haas F1 Team,81.402,2020,29.6,42.5,995.4,False,45.0,0.0,1.0,17.14,16.86,False,WideAero,11,15.4,False,-0.28,9,5.793,0.0,Q1,monza,Ferrari
GRO,Haas F1 Team,81.139,2020,29.3,42.4,995.3,False,44.7,0.0,1.0,17.14,16.86,False,WideAero,11,15.4,False,-0.28,9,5.793,0.0,Q1,monza,Ferrari
VET,Ferrari,81.151,2020,29.8,41.2,995.4,False,44.6,16.0,61.0,10.43,9.36,False,WideAero,11,14.8,False,-1.07,13,5.793,0.26,Q1,monza,Ferrari
GIO,Alfa Romeo Racing,81.766,2020,29.4,41.7,995.3,False,44.6,2.0,2.0,18.57,18.07,False,WideAero,11,15.2,False,-0.5,2,5.793,1.0,Q1,monza,Ferrari
GIO,Alfa Romeo Racing,81.206,2020,28.5,45.3,995.9,False,46.2,2.0,2.0,18.57,18.07,False,WideAero,11,17.7,False,-0.5,2,5.793,1.0,Q1,monza,Ferrari
RUS,Williams,81.587,2020,28.7,45.3,996.0,False,46.5,0.0,0.0,14.86,16.64,False,WideAero,11,17.8,False,1.78,1,5.793,0.5,Q1,monza,Mercedes
RUS,Williams,81.732,2020,29.2,44.3,995.9,False,46.0,0.0,0.0,14.86,16.64,False,WideAero,11,16.8,False,1.78,1,5.793,0.5,Q1,monza,Mercedes
LAT,Williams,82.114,2020,29.1,45.1,995.9,False,45.9,0.0,0.0,18.43,16.64,False,WideAero,11,16.8,False,-1.79,0,5.793,0.5,Q1,monza,Mercedes
LAT,Williams,82.277,2020,29.5,44.8,995.9,False,46.2,0.0,0.0,18.43,16.64,False,WideAero,11,16.7,False,-1.79,0,5.793,0.5,Q1,monza,Mercedes
LAT,Williams,81.717,2020,29.4,43.8,995.6,False,45.0,0.0,0.0,18.43,16.64,False,WideAero,11,15.6,False,-1.79,0,5.793,0.5,Q1,monza,Mercedes
HAM,Mercedes,79.092,2020,29.6,43.3,995.6,False,45.2,157.0,264.0,1.29,1.64,False,WideAero,11,15.6,False,0.35,13,5.793,0.59,Q2,monza,Mercedes
BOT,Mercedes,79.417,2020,29.1,43.0,995.5,False,45.0,107.0,264.0,2.0,1.64,False,WideAero,11,15.9,False,-0.36,7,5.793,0.41,Q2,monza,Mercedes
SAI,McLaren,79.723,2020,29.4,42.9,995.5,False,45.5,23.0,68.0,7.71,7.5,False,WideAero,11,16.1,False,-0.21,5,5.793,0.34,Q2,monza,Renault
PER,Racing Point,79.718,2020,29.4,42.6,995.4,False,44.7,33.0,66.0,7.8,7.57,False,WideAero,11,15.3,False,-0.23,9,5.793,0.5,Q2,monza,Mercedes
VER,Red Bull Racing,79.78,2020,29.7,41.9,995.4,False,44.6,110.0,158.0,3.57,5.86,False,WideAero,11,14.9,False,2.29,5,5.793,0.7,Q2,monza,Honda
NOR,McLaren,79.962,2020,28.5,45.3,995.9,False,46.2,45.0,68.0,7.29,7.5,False,WideAero,11,17.7,False,0.21,1,5.793,0.66,Q2,monza,Renault
RIC,Renault,80.031,2020,29.2,44.3,995.9,False,46.0,33.0,59.0,8.57,9.57,False,WideAero,11,16.8,False,1.0,9,5.793,0.56,Q2,monza,Renault
STR,Racing Point,79.924,2020,29.2,45.0,995.9,False,46.0,42.0,66.0,7.29,7.57,False,WideAero,11,16.8,False,0.28,3,5.793,0.64,Q2,monza,Mercedes
ALB,Red Bull Racing,80.064,2020,29.4,44.1,995.8,False,45.4,48.0,158.0,8.14,5.86,False,WideAero,11,16.0,False,-2.28,1,5.793,0.3,Q2,monza,Honda
GAS,AlphaTauri,79.909,2020,29.6,43.3,995.6,False,45.2,18.0,20.0,10.0,11.93,False,WideAero,11,15.6,False,1.93,3,5.793,0.9,Q2,monza,Honda
KVY,AlphaTauri,80.169,2020,29.1,43.0,995.5,False,45.0,2.0,20.0,13.86,11.93,False,WideAero,11,15.9,False,-1.93,5,5.793,0.1,Q2,monza,Honda
OCO,Renault,80.234,2020,29.4,42.9,995.5,False,45.5,26.0,59.0,10.57,9.57,False,WideAero,11,16.1,False,-1.0,4,5.793,0.44,Q2,monza,Renault
OCO,Renault,80.39,2020,29.6,42.2,995.4,False,45.1,26.0,59.0,10.57,9.57,False,WideAero,11,15.5,False,-1.0,4,5.793,0.44,Q2,monza,Renault
LEC,Ferrari,80.747,2020,29.6,42.5,995.4,False,45.0,45.0,61.0,8.29,9.36,False,WideAero,11,15.4,False,1.07,2,5.793,0.74,Q2,monza,Ferrari
RAI,Alfa Romeo Racing,82.335,2020,29.7,41.9,995.4,False,44.6,0.0,2.0,17.57,18.07,False,WideAero,11,14.9,False,0.5,17,5.793,0.0,Q2,monza,Ferrari
MAG,Haas F1 Team,81.573,2020,28.5,45.3,995.9,False,46.2,1.0,1.0,16.57,16.86,False,WideAero,11,17.7,False,0.29,5,5.793,1.0,Q2,monza,Ferrari
HAM,Mercedes,79.068,2020,29.1,44.3,995.9,False,46.3,157.0,264.0,1.29,1.64,False,WideAero,11,17.2,False,0.35,13,5.793,0.59,Q3,monza,Mercedes
HAM,Mercedes,78.887,2020,29.2,44.3,995.9,False,46.0,157.0,264.0,1.29,1.64,False,WideAero,11,16.8,False,0.35,13,5.793,0.59,Q3,monza,Mercedes
BOT,Mercedes,79.121,2020,29.2,45.0,995.9,False,46.0,107.0,264.0,2.0,1.64,False,WideAero,11,16.8,False,-0.36,7,5.793,0.41,Q3,monza,Mercedes
BOT,Mercedes,78.956,2020,29.5,44.8,995.9,False,46.2,107.0,264.0,2.0,1.64,False,WideAero,11,16.7,False,-0.36,7,5.793,0.41,Q3,monza,Mercedes
SAI,McLaren,79.906,2020,29.4,44.1,995.8,False,45.4,23.0,68.0,7.71,7.5,False,WideAero,11,16.0,False,-0.21,5,5.793,0.34,Q3,monza,Renault
SAI,McLaren,79.695,2020,29.5,42.0,995.6,False,45.3,23.0,68.0,7.71,7.5,False,WideAero,11,15.8,False,-0.21,5,5.793,0.34,Q3,monza,Renault
PER,Racing Point,79.72,2020,29.6,43.3,995.6,False,45.2,33.0,66.0,7.8,7.57,False,WideAero,11,15.6,False,-0.23,9,5.793,0.5,Q3,monza,Mercedes
PER,Racing Point,79.813,2020,29.9,41.8,995.6,False,45.4,33.0,66.0,7.8,7.57,False,WideAero,11,15.5,False,-0.23,9,5.793,0.5,Q3,monza,Mercedes
VER,Red Bull Racing,79.807,2020,29.1,43.0,995.5,False,45.0,110.0,158.0,3.57,5.86,False,WideAero,11,15.9,False,2.29,5,5.793,0.7,Q3,monza,Honda
VER,Red Bull Racing,79.795,2020,29.2,42.9,995.6,False,45.0,110.0,158.0,3.57,5.86,False,WideAero,11,15.8,False,2.29,5,5.793,0.7,Q3,monza,Honda
NOR,McLaren,80.011,2020,29.4,42.9,995.5,False,45.5,45.0,68.0,7.29,7.5,False,WideAero,11,16.1,False,0.21,1,5.793,0.66,Q3,monza,Renault
NOR,McLaren,79.82,2020,29.6,42.2,995.4,False,45.1,45.0,68.0,7.29,7.5,False,WideAero,11,15.5,False,0.21,1,5.793,0.66,Q3,monza,Renault
RIC,Renault,80.61,2020,29.6,42.5,995.4,False,45.0,33.0,59.0,8.57,9.57,False,WideAero,11,15.4,False,1.0,9,5.793,0.56,Q3,monza,Renault
RIC,Renault,79.864,2020,29.3,42.4,995.3,False,44.7,33.0,59.0,8.57,9.57,False,WideAero,11,15.4,False,1.0,9,5.793,0.56,Q3,monza,Renault
STR,Racing Point,80.802,2020,29.7,41.9,995.4,False,44.6,42.0,66.0,7.29,7.57,False,WideAero,11,14.9,False,0.28,3,5.793,0.64,Q3,monza,Mercedes
STR,Racing Point,80.049,2020,29.4,41.7,995.3,False,44.6,42.0,66.0,7.29,7.57,False,WideAero,11,15.2,False,0.28,3,5.793,0.64,Q3,monza,Mercedes
ALB,Red Bull Racing,80.09,2020,29.1,44.3,995.9,False,46.3,48.0,158.0,8.14,5.86,False,WideAero,11,17.2,False,-2.28,1,5.793,0.3,Q3,monza,Honda
GAS,AlphaTauri,80.68,2020,29.2,44.3,995.9,False,46.0,18.0,20.0,10.0,11.93,False,WideAero,11,16.8,False,1.93,3,5.793,0.9,Q3,monza,Honda
GAS,AlphaTauri,80.177,2020,29.2,45.0,995.9,False,46.0,18.0,20.0,10.0,11.93,False,WideAero,11,16.8,False,1.93,3,5.793,0.9,Q3,monza,Honda
BOT,Mercedes,80.804,2021,25.6,44.0,995.2,False,32.9,123.0,344.5,4.15,3.27,False,WideAero,11,7.3,False,-0.88,8,5.793,0.36,Q1,monza,Mercedes
BOT,Mercedes,80.685,2021,25.7,44.0,995.2,False,32.9,123.0,344.5,4.15,3.27,False,WideAero,11,7.2,False,-0.88,8,5.793,0.36,Q1,monza,Mercedes
HAM,Mercedes,80.543,2021,25.7,43.5,995.2,False,33.1,221.5,344.5,2.38,3.27,False,WideAero,11,7.4,False,0.89,14,5.793,0.64,Q1,monza,Mercedes
HAM,Mercedes,80.745,2021,25.7,44.0,995.2,False,33.0,221.5,344.5,2.38,3.27,False,WideAero,11,7.3,False,0.89,14,5.793,0.64,Q1,monza,Mercedes
VER,Red Bull Racing,82.108,2021,25.6,43.9,995.2,False,32.3,224.5,332.5,1.85,4.19,False,WideAero,11,6.7,False,2.34,6,5.793,0.68,Q1,monza,Honda
VER,Red Bull Racing,81.035,2021,25.6,44.2,995.3,False,32.2,224.5,332.5,1.85,4.19,False,WideAero,11,6.6,False,2.34,6,5.793,0.68,Q1,monza,Honda
NOR,McLaren,81.681,2021,25.6,43.7,995.3,False,32.3,114.0,170.0,6.92,8.38,False,WideAero,11,6.7,False,1.46,2,5.793,0.67,Q1,monza,Mercedes
NOR,McLaren,80.916,2021,25.2,43.4,995.2,False,31.5,114.0,170.0,6.92,8.38,False,WideAero,11,6.3,False,1.46,2,5.793,0.67,Q1,monza,Mercedes
RIC,McLaren,81.292,2021,25.3,43.0,995.2,False,31.6,56.0,170.0,9.85,8.38,False,WideAero,11,6.3,False,-1.47,10,5.793,0.33,Q1,monza,Mercedes
GAS,AlphaTauri,81.44,2021,25.2,42.7,995.3,False,31.2,66.0,84.0,6.62,10.46,False,WideAero,11,6.0,False,3.84,4,5.793,0.79,Q1,monza,Honda
SAI,Ferrari,82.495,2021,25.1,42.4,995.2,False,31.4,89.5,181.5,8.46,7.12,False,WideAero,11,6.3,False,-1.34,6,5.793,0.49,Q1,monza,Ferrari
SAI,Ferrari,81.118,2021,25.1,42.4,995.2,False,31.4,89.5,181.5,8.46,7.12,False,WideAero,11,6.3,False,-1.34,6,5.793,0.49,Q1,monza,Ferrari
LEC,Ferrari,82.801,2021,25.0,42.7,995.1,False,31.1,92.0,181.5,5.77,7.12,False,WideAero,11,6.1,False,1.35,3,5.793,0.51,Q1,monza,Ferrari
PER,Red Bull Racing,81.733,2021,25.1,42.7,995.1,False,30.9,108.0,332.5,6.54,4.19,False,WideAero,11,5.8,False,-2.35,10,5.793,0.32,Q1,monza,Honda
PER,Red Bull Racing,81.713,2021,25.1,42.4,995.1,False,30.8,108.0,332.5,6.54,4.19,False,WideAero,11,5.7,False,-2.35,10,5.793,0.32,Q1,monza,Honda
PER,Red Bull Racing,81.308,2021,24.9,43.3,995.0,False,30.7,108.0,332.5,6.54,4.19,False,WideAero,11,5.8,False,-2.35,10,5.793,0.32,Q1,monza,Honda
GIO,Alfa Romeo Racing,81.626,2021,25.0,43.3,995.0,False,30.7,1.0,3.0,13.77,14.88,False,WideAero,11,5.7,False,1.11,3,5.793,0.33,Q1,monza,Ferrari
GIO,Alfa Romeo Racing,81.197,2021,25.6,44.0,995.2,False,32.9,1.0,3.0,13.77,14.88,False,WideAero,11,7.3,False,1.11,3,5.793,0.33,Q1,monza,Ferrari
VET,Aston Martin,82.141,2021,25.7,44.0,995.2,False,32.9,35.0,53.0,11.46,12.38,False,WideAero,11,7.2,False,0.92,14,5.793,0.66,Q1,monza,Mercedes
VET,Aston Martin,81.394,2021,25.7,43.5,995.2,False,33.1,35.0,53.0,11.46,12.38,False,WideAero,11,7.4,False,0.92,14,5.793,0.66,Q1,monza,Mercedes
STR,Aston Martin,81.955,2021,25.7,44.1,995.2,False,33.0,18.0,53.0,13.31,12.38,False,WideAero,11,7.3,False,-0.93,4,5.793,0.34,Q1,monza,Mercedes
STR,Aston Martin,81.415,2021,25.6,43.9,995.2,False,32.3,18.0,53.0,13.31,12.38,False,WideAero,11,6.7,False,-0.93,4,5.793,0.34,Q1,monza,Mercedes
ALO,Alpine,81.898,2021,25.6,44.2,995.3,False,32.2,46.0,90.0,11.38,11.15,False,WideAero,11,6.6,False,-0.23,17,5.793,0.51,Q1,monza,Renault
ALO,Alpine,81.487,2021,25.6,43.7,995.3,False,32.3,46.0,90.0,11.38,11.15,False,WideAero,11,6.7,False,-0.23,17,5.793,0.51,Q1,monza,Renault
OCO,Alpine,82.34,2021,25.3,43.6,995.3,False,31.5,44.0,90.0,10.92,11.15,False,WideAero,11,6.2,False,0.23,5,5.793,0.49,Q1,monza,Renault
OCO,Alpine,81.5,2021,25.2,43.4,995.2,False,31.5,44.0,90.0,10.92,11.15,False,WideAero,11,6.3,False,0.23,5,5.793,0.49,Q1,monza,Renault
RUS,Williams,82.76,2021,25.3,43.0,995.2,False,31.6,13.0,20.0,11.92,14.19,False,WideAero,11,6.3,False,2.27,2,5.793,0.65,Q1,monza,Mercedes
RUS,Williams,82.456,2021,25.1,42.7,995.3,False,31.2,13.0,20.0,11.92,14.19,False,WideAero,11,6.1,False,2.27,2,5.793,0.65,Q1,monza,Mercedes
RUS,Williams,81.89,2021,25.1,42.4,995.2,False,31.4,13.0,20.0,11.92,14.19,False,WideAero,11,6.3,False,2.27,2,5.793,0.65,Q1,monza,Mercedes
RUS,Williams,82.243,2021,25.2,41.7,995.2,False,31.3,13.0,20.0,11.92,14.19,False,WideAero,11,6.1,False,2.27,2,5.793,0.65,Q1,monza,Mercedes
LAT,Williams,82.777,2021,25.0,42.7,995.1,False,31.1,7.0,20.0,16.46,14.19,False,WideAero,11,6.1,False,-2.27,1,5.793,0.35,Q1,monza,Mercedes
LAT,Williams,82.366,2021,25.1,42.7,995.1,False,30.9,7.0,20.0,16.46,14.19,False,WideAero,11,5.8,False,-2.27,1,5.793,0.35,Q1,monza,Mercedes
LAT,Williams,81.925,2021,25.1,42.4,995.1,False,30.8,7.0,20.0,16.46,14.19,False,WideAero,11,5.7,False,-2.27,1,5.793,0.35,Q1,monza,Mercedes
LAT,Williams,82.163,2021,24.9,43.3,995.0,False,30.7,7.0,20.0,16.46,14.19,False,WideAero,11,5.8,False,-2.27,1,5.793,0.35,Q1,monza,Mercedes
TSU,AlphaTauri,82.703,2021,25.0,43.3,995.0,False,30.7,18.0,84.0,14.31,10.46,False,WideAero,11,5.7,False,-3.85,0,5.793,0.21,Q1,monza,Honda
TSU,AlphaTauri,81.973,2021,25.7,43.8,995.2,False,32.9,18.0,84.0,14.31,10.46,False,WideAero,11,7.2,False,-3.85,0,5.793,0.21,Q1,monza,Honda
MSC,Haas F1 Team,82.895,2021,25.7,44.0,995.2,False,32.9,0.0,0.0,18.33,18.19,False,WideAero,11,7.2,False,-0.14,0,5.793,0.5,Q1,monza,Ferrari
MSC,Haas F1 Team,82.248,2021,25.7,43.5,995.2,False,33.1,0.0,0.0,18.33,18.19,False,WideAero,11,7.4,False,-0.14,0,5.793,0.5,Q1,monza,Ferrari
KUB,Alfa Romeo Racing,82.942,2021,25.7,44.1,995.2,False,33.0,0.0,3.0,18.0,14.88,False,WideAero,11,7.3,False,-3.12,7,5.793,0.0,Q1,monza,Ferrari
KUB,Alfa Romeo Racing,82.53,2021,25.7,44.6,995.2,False,32.7,0.0,3.0,18.0,14.88,False,WideAero,11,7.0,False,-3.12,7,5.793,0.0,Q1,monza,Ferrari
MAZ,Haas F1 Team,83.324,2021,25.6,44.3,995.2,False,32.4,0.0,0.0,19.46,18.19,False,WideAero,11,6.8,False,-1.27,0,5.793,0.5,Q1,monza,Ferrari
MAZ,Haas F1 Team,82.897,2021,25.6,44.1,995.3,False,32.4,0.0,0.0,19.46,18.19,False,WideAero,11,6.8,False,-1.27,0,5.793,0.5,Q1,monza,Ferrari
MAZ,Haas F1 Team,82.716,2021,25.3,44.0,995.2,False,31.7,0.0,0.0,19.46,18.19,False,WideAero,11,6.4,False,-1.27,0,5.793,0.5,Q1,monza,Ferrari
BOT,Mercedes,80.032,2021,25.2,43.4,995.2,False,31.5,123.0,344.5,4.15,3.27,False,WideAero,11,6.3,False,-0.88,8,5.793,0.36,Q2,monza,Mercedes
BOT,Mercedes,80.476,2021,25.3,43.0,995.2,False,31.6,123.0,344.5,4.15,3.27,False,WideAero,11,6.3,False,-0.88,8,5.793,0.36,Q2,monza,Mercedes
HAM,Mercedes,79.936,2021,25.2,42.7,995.3,False,31.2,221.5,344.5,2.38,3.27,False,WideAero,11,6.0,False,0.89,14,5.793,0.64,Q2,monza,Mercedes
HAM,Mercedes,83.013,2021,25.1,42.4,995.2,False,31.4,221.5,344.5,2.38,3.27,False,WideAero,11,6.3,False,0.89,14,5.793,0.64,Q2,monza,Mercedes
VER,Red Bull Racing,80.71,2021,25.1,42.4,995.2,False,31.4,224.5,332.5,1.85,4.19,False,WideAero,11,6.3,False,2.34,6,5.793,0.68,Q2,monza,Honda
VER,Red Bull Racing,80.229,2021,25.0,42.7,995.1,False,31.1,224.5,332.5,1.85,4.19,False,WideAero,11,6.1,False,2.34,6,5.793,0.68,Q2,monza,Honda
NOR,McLaren,80.356,2021,25.1,42.7,995.1,False,30.9,114.0,170.0,6.92,8.38,False,WideAero,11,5.8,False,1.46,2,5.793,0.67,Q2,monza,Mercedes
NOR,McLaren,80.059,2021,25.1,42.4,995.1,False,30.8,114.0,170.0,6.92,8.38,False,WideAero,11,5.7,False,1.46,2,5.793,0.67,Q2,monza,Mercedes
RIC,McLaren,80.435,2021,25.0,43.7,995.1,False,30.5,56.0,170.0,9.85,8.38,False,WideAero,11,5.5,False,-1.47,10,5.793,0.33,Q2,monza,Mercedes
RIC,McLaren,80.455,2021,25.0,43.3,995.0,False,30.7,56.0,170.0,9.85,8.38,False,WideAero,11,5.7,False,-1.47,10,5.793,0.33,Q2,monza,Mercedes
GAS,AlphaTauri,80.654,2021,25.7,43.8,995.2,False,32.9,66.0,84.0,6.62,10.46,False,WideAero,11,7.2,False,3.84,4,5.793,0.79,Q2,monza,Honda
GAS,AlphaTauri,80.556,2021,25.6,44.0,995.2,False,32.9,66.0,84.0,6.62,10.46,False,WideAero,11,7.3,False,3.84,4,5.793,0.79,Q2,monza,Honda
SAI,Ferrari,81.289,2021,25.7,44.0,995.2,False,32.9,89.5,181.5,8.46,7.12,False,WideAero,11,7.2,False,-1.34,6,5.793,0.49,Q2,monza,Ferrari
SAI,Ferrari,80.75,2021,25.7,43.5,995.2,False,33.1,89.5,181.5,8.46,7.12,False,WideAero,11,7.4,False,-1.34,6,5.793,0.49,Q2,monza,Ferrari
LEC,Ferrari,81.14,2021,25.7,44.1,995.2,False,33.0,92.0,181.5,5.77,7.12,False,WideAero,11,7.3,False,1.35,3,5.793,0.51,Q2,monza,Ferrari
LEC,Ferrari,80.767,2021,25.7,44.6,995.2,False,32.7,92.0,181.5,5.77,7.12,False,WideAero,11,7.0,False,1.35,3,5.793,0.51,Q2,monza,Ferrari
PER,Red Bull Racing,81.146,2021,25.6,44.2,995.3,False,32.4,108.0,332.5,6.54,4.19,False,WideAero,11,6.8,False,-2.35,10,5.793,0.32,Q2,monza,Honda
PER,Red Bull Racing,80.882,2021,25.6,43.5,995.2,False,32.2,108.0,332.5,6.54,4.19,False,WideAero,11,6.6,False,-2.35,10,5.793,0.32,Q2,monza,Honda
GIO,Alfa Romeo Racing,80.726,2021,25.6,43.6,995.2,False,32.3,1.0,3.0,13.77,14.88,False,WideAero,11,6.7,False,1.11,3,5.793,0.33,Q2,monza,Ferrari
GIO,Alfa Romeo Racing,80.91,2021,25.5,43.4,995.2,False,32.4,1.0,3.0,13.77,14.88,False,WideAero,11,6.9,False,1.11,3,5.793,0.33,Q2,monza,Ferrari
VET,Aston Martin,81.227,2021,25.3,43.6,995.3,False,31.5,35.0,53.0,11.46,12.38,False,WideAero,11,6.2,False,0.92,14,5.793,0.66,Q2,monza,Mercedes
VET,Aston Martin,80.913,2021,25.2,43.5,995.2,False,31.6,35.0,53.0,11.46,12.38,False,WideAero,11,6.4,False,0.92,14,5.793,0.66,Q2,monza,Mercedes
STR,Aston Martin,81.036,2021,25.3,43.0,995.2,False,31.6,18.0,53.0,13.31,12.38,False,WideAero,11,6.3,False,-0.93,4,5.793,0.34,Q2,monza,Mercedes
STR,Aston Martin,81.02,2021,25.1,42.7,995.3,False,31.2,18.0,53.0,13.31,12.38,False,WideAero,11,6.1,False,-0.93,4,5.793,0.34,Q2,monza,Mercedes
ALO,Alpine,81.069,2021,25.1,42.4,995.2,False,31.4,46.0,90.0,11.38,11.15,False,WideAero,11,6.3,False,-0.23,17,5.793,0.51,Q2,monza,Renault
OCO,Alpine,81.167,2021,25.2,41.7,995.2,False,31.3,44.0,90.0,10.92,11.15,False,WideAero,11,6.1,False,0.23,5,5.793,0.49,Q2,monza,Renault
OCO,Alpine,81.103,2021,25.0,42.7,995.1,False,31.1,44.0,90.0,10.92,11.15,False,WideAero,11,6.1,False,0.23,5,5.793,0.49,Q2,monza,Renault
RUS,Williams,81.4,2021,25.1,42.7,995.1,False,30.9,13.0,20.0,11.92,14.19,False,WideAero,11,5.8,False,2.27,2,5.793,0.65,Q2,monza,Mercedes
RUS,Williams,81.392,2021,25.1,42.4,995.1,False,30.8,13.0,20.0,11.92,14.19,False,WideAero,11,5.7,False,2.27,2,5.793,0.65,Q2,monza,Mercedes
BOT,Mercedes,80.388,2021,24.9,43.3,995.0,False,30.7,123.0,344.5,4.15,3.27,False,WideAero,11,5.8,False,-0.88,8,5.793,0.36,Q3,monza,Mercedes
BOT,Mercedes,79.555,2021,25.0,43.3,995.0,False,30.7,123.0,344.5,4.15,3.27,False,WideAero,11,5.7,False,-0.88,8,5.793,0.36,Q3,monza,Mercedes
HAM,Mercedes,79.949,2021,25.6,44.0,995.2,False,32.9,221.5,344.5,2.38,3.27,False,WideAero,11,7.3,False,0.89,14,5.793,0.64,Q3,monza,Mercedes
HAM,Mercedes,79.651,2021,25.7,44.1,995.2,False,32.8,221.5,344.5,2.38,3.27,False,WideAero,11,7.1,False,0.89,14,5.793,0.64,Q3,monza,Mercedes
VER,Red Bull Racing,79.966,2021,25.7,43.5,995.2,False,33.1,224.5,332.5,1.85,4.19,False,WideAero,11,7.4,False,2.34,6,5.793,0.68,Q3,monza,Honda
VER,Red Bull Racing,80.267,2021,25.7,44.1,995.2,False,33.0,224.5,332.5,1.85,4.19,False,WideAero,11,7.3,False,2.34,6,5.793,0.68,Q3,monza,Honda
NOR,McLaren,80.014,2021,25.7,44.6,995.2,False,32.7,114.0,170.0,6.92,8.38,False,WideAero,11,7.0,False,1.46,2,5.793,0.67,Q3,monza,Mercedes
NOR,McLaren,79.989,2021,25.6,43.7,995.3,False,32.3,114.0,170.0,6.92,8.38,False,WideAero,11,6.7,False,1.46,2,5.793,0.67,Q3,monza,Mercedes
RIC,McLaren,80.253,2021,25.3,43.6,995.3,False,31.5,56.0,170.0,9.85,8.38,False,WideAero,11,6.2,False,-1.47,10,5.793,0.33,Q3,monza,Mercedes
RIC,McLaren,79.995,2021,25.2,43.4,995.2,False,31.5,56.0,170.0,9.85,8.38,False,WideAero,11,6.3,False,-1.47,10,5.793,0.33,Q3,monza,Mercedes
GAS,AlphaTauri,80.439,2021,25.3,43.0,995.2,False,31.6,66.0,84.0,6.62,10.46,False,WideAero,11,6.3,False,3.84,4,5.793,0.79,Q3,monza,Honda
GAS,AlphaTauri,80.26,2021,25.1,42.7,995.3,False,31.2,66.0,84.0,6.62,10.46,False,WideAero,11,6.1,False,3.84,4,5.793,0.79,Q3,monza,Honda
SAI,Ferrari,80.617,2021,25.1,42.4,995.2,False,31.4,89.5,181.5,8.46,7.12,False,WideAero,11,6.3,False,-1.34,6,5.793,0.49,Q3,monza,Ferrari
SAI,Ferrari,80.462,2021,25.2,41.7,995.2,False,31.3,89.5,181.5,8.46,7.12,False,WideAero,11,6.1,False,-1.34,6,5.793,0.49,Q3,monza,Ferrari
LEC,Ferrari,80.585,2021,25.0,42.7,995.1,False,31.1,92.0,181.5,5.77,7.12,False,WideAero,11,6.1,False,1.35,3,5.793,0.51,Q3,monza,Ferrari
LEC,Ferrari,80.51,2021,25.1,42.7,995.1,False,30.9,92.0,181.5,5.77,7.12,False,WideAero,11,5.8,False,1.35,3,5.793,0.51,Q3,monza,Ferrari
PER,Red Bull Racing,80.882,2021,25.1,42.4,995.1,False,30.8,108.0,332.5,6.54,4.19,False,WideAero,11,5.7,False,-2.35,10,5.793,0.32,Q3,monza,Honda
PER,Red Bull Racing,80.611,2021,24.9,43.3,995.0,False,30.7,108.0,332.5,6.54,4.19,False,WideAero,11,5.8,False,-2.35,10,5.793,0.32,Q3,monza,Honda
GIO,Alfa Romeo Racing,80.808,2021,25.0,43.3,995.0,False,30.7,1.0,3.0,13.77,14.88,False,WideAero,11,5.7,False,1.11,3,5.793,0.33,Q3,monza,Ferrari
LEC,Ferrari,81.28,2022,27.2,37.0,991.0,False,40.3,201.0,376.0,2.67,3.3,False,GroundEffect,11,13.1,False,0.63,4,5.793,0.53,Q1,monza,Ferrari
VER,Red Bull Racing,82.023,2022,27.2,36.0,990.9,False,40.3,310.0,511.0,2.6,4.0,False,GroundEffect,11,13.1,False,1.4,7,5.793,0.61,Q1,monza,Honda RBPT
VER,Red Bull Racing,80.922,2022,27.4,36.0,990.9,False,40.6,310.0,511.0,2.6,4.0,False,GroundEffect,11,13.2,False,1.4,7,5.793,0.61,Q1,monza,Honda RBPT
SAI,Ferrari,81.348,2022,27.3,36.0,990.9,False,40.7,175.0,376.0,3.93,3.3,False,GroundEffect,11,13.4,False,-0.63,7,5.793,0.47,Q1,monza,Ferrari
PER,Red Bull Racing,82.085,2022,27.9,34.0,990.7,False,41.1,201.0,511.0,5.4,4.0,False,GroundEffect,11,13.2,False,-1.4,11,5.793,0.39,Q1,monza,Honda RBPT
PER,Red Bull Racing,81.495,2022,27.9,34.0,990.7,False,41.1,201.0,511.0,5.4,4.0,False,GroundEffect,11,13.2,False,-1.4,11,5.793,0.39,Q1,monza,Honda RBPT
HAM,Mercedes,82.211,2022,28.0,34.0,990.7,False,40.7,158.0,346.0,7.07,6.87,False,GroundEffect,11,12.7,False,-0.2,15,5.793,0.46,Q1,monza,Mercedes
HAM,Mercedes,82.048,2022,28.0,33.0,990.7,False,40.6,158.0,346.0,7.07,6.87,False,GroundEffect,11,12.6,False,-0.2,15,5.793,0.46,Q1,monza,Mercedes
RUS,Mercedes,81.785,2022,27.6,35.0,990.5,False,40.4,188.0,346.0,6.67,6.87,False,GroundEffect,11,12.8,False,0.2,3,5.793,0.54,Q1,monza,Mercedes
RUS,Mercedes,81.936,2022,27.8,34.0,990.5,False,40.3,188.0,346.0,6.67,6.87,False,GroundEffect,11,12.5,False,0.2,3,5.793,0.54,Q1,monza,Mercedes
NOR,McLaren,82.13,2022,27.9,34.0,990.5,False,40.3,82.0,101.0,8.47,10.2,False,GroundEffect,11,12.4,False,1.73,3,5.793,0.81,Q1,monza,Mercedes
